All Layer Optical Constants
Wavelength (nm)	e1, Ordinary, Biaxial	e1, Extra-ordinary, Biaxial	e2, Ordinary, Biaxial	e2, Extra-ordinary, Biaxial
735.000000	-0.653238	4.517434	3.135684	0.121674	
736.000000	-0.674607	4.510172	3.144997	0.120562	
737.000000	-0.695974	4.502942	3.154389	0.119487	
738.000000	-0.717337	4.495744	3.163861	0.118449	
739.000000	-0.738696	4.488578	3.173410	0.117449	
740.000000	-0.760050	4.481444	3.183038	0.116484	
741.000000	-0.781399	4.474342	3.192744	0.115555	
742.000000	-0.802744	4.467271	3.202527	0.114661	
743.000000	-0.824082	4.460232	3.212387	0.113801	
744.000000	-0.845415	4.453224	3.222324	0.112975	
745.000000	-0.866741	4.446247	3.232337	0.112183	
746.000000	-0.888060	4.439301	3.242426	0.111423	
747.000000	-0.909371	4.432385	3.252591	0.110696	
748.000000	-0.930675	4.425501	3.262831	0.110001	
749.000000	-0.951971	4.418646	3.273146	0.109337	
750.000000	-0.973258	4.411822	3.283536	0.108704	
751.000000	-0.994537	4.405028	3.293999	0.108102	
752.000000	-1.015806	4.398264	3.304537	0.107529	
753.000000	-1.037065	4.391529	3.315148	0.106986	
754.000000	-1.058315	4.384824	3.325832	0.106473	
755.000000	-1.079554	4.378149	3.336588	0.105987	
756.000000	-1.100783	4.371502	3.347417	0.105530	
757.000000	-1.122001	4.364884	3.358317	0.105101	
758.000000	-1.143207	4.358296	3.369289	0.104699	
759.000000	-1.164402	4.351736	3.380332	0.104324	
760.000000	-1.185585	4.345204	3.391445	0.103976	
761.000000	-1.206756	4.338701	3.402629	0.103654	
762.000000	-1.227914	4.332225	3.413883	0.103358	
763.000000	-1.249060	4.325778	3.425206	0.103087	
764.000000	-1.270193	4.319358	3.436598	0.102841	
765.000000	-1.291311	4.312966	3.448059	0.102619	
766.000000	-1.312417	4.306601	3.459589	0.102422	
767.000000	-1.333508	4.300263	3.471185	0.102249	
768.000000	-1.354586	4.293952	3.482850	0.102100	
769.000000	-1.375649	4.287668	3.494581	0.101974	
770.000000	-1.396697	4.281411	3.506380	0.101870	
771.000000	-1.417731	4.275180	3.518244	0.101790	
772.000000	-1.438749	4.268975	3.530174	0.101731	
773.000000	-1.459752	4.262796	3.542170	0.101695	
774.000000	-1.480739	4.256643	3.554231	0.101680	
775.000000	-1.501711	4.250515	3.566357	0.101686	
776.000000	-1.522667	4.244413	3.578547	0.101714	
777.000000	-1.543607	4.238337	3.590800	0.101762	
778.000000	-1.564530	4.232285	3.603117	0.101831	
779.000000	-1.585436	4.226259	3.615497	0.101920	
780.000000	-1.606327	4.220256	3.627940	0.102029	
781.000000	-1.627200	4.214279	3.640445	0.102157	
782.000000	-1.648056	4.208326	3.653012	0.102305	
783.000000	-1.668894	4.202397	3.665640	0.102472	
784.000000	-1.689716	4.196492	3.678329	0.102658	
785.000000	-1.710520	4.190611	3.691079	0.102863	
786.000000	-1.731306	4.184754	3.703890	0.103085	
787.000000	-1.752074	4.178920	3.716760	0.103326	
788.000000	-1.772825	4.173110	3.729689	0.103585	
789.000000	-1.793557	4.167322	3.742678	0.103861	
790.000000	-1.814271	4.161557	3.755726	0.104155	
791.000000	-1.834967	4.155816	3.768831	0.104466	
792.000000	-1.855645	4.150096	3.781995	0.104794	
793.000000	-1.876303	4.144400	3.795216	0.105138	
794.000000	-1.896944	4.138725	3.808495	0.105500	
795.000000	-1.917565	4.133072	3.821830	0.105877	
796.000000	-1.938168	4.127442	3.835222	0.106271	
797.000000	-1.958752	4.121833	3.848669	0.106680	
798.000000	-1.979317	4.116246	3.862173	0.107106	
799.000000	-1.999863	4.110681	3.875731	0.107546	
800.000000	-2.020390	4.105136	3.889345	0.108002	
801.000000	-2.040897	4.099613	3.903013	0.108474	
802.000000	-2.061386	4.094110	3.916736	0.108960	
803.000000	-2.081855	4.088629	3.930512	0.109461	
804.000000	-2.102305	4.083168	3.944341	0.109976	
805.000000	-2.122736	4.077727	3.958224	0.110506	
806.000000	-2.143147	4.072307	3.972160	0.111051	
807.000000	-2.163538	4.066907	3.986148	0.111609	
808.000000	-2.183910	4.061527	4.000188	0.112182	
809.000000	-2.204263	4.056167	4.014280	0.112768	
810.000000	-2.224597	4.050827	4.028423	0.113367	
811.000000	-2.244910	4.045506	4.042617	0.113981	
812.000000	-2.265204	4.040205	4.056862	0.114607	
813.000000	-2.285479	4.034922	4.071157	0.115247	
814.000000	-2.305734	4.029659	4.085503	0.115900	
815.000000	-2.325969	4.024415	4.099898	0.116565	
816.000000	-2.346185	4.019190	4.114343	0.117244	
817.000000	-2.366382	4.013984	4.128836	0.117935	
818.000000	-2.386559	4.008796	4.143379	0.118638	
819.000000	-2.406716	4.003626	4.157969	0.119354	
820.000000	-2.426854	3.998475	4.172608	0.120082	
821.000000	-2.446973	3.993342	4.187295	0.120822	
822.000000	-2.467072	3.988227	4.202029	0.121574	
823.000000	-2.487152	3.983130	4.216810	0.122338	
824.000000	-2.507212	3.978051	4.231639	0.123113	
825.000000	-2.527253	3.972989	4.246514	0.123900	
826.000000	-2.547275	3.967945	4.261435	0.124699	
827.000000	-2.567277	3.962918	4.276402	0.125509	
828.000000	-2.587261	3.957909	4.291415	0.126330	
829.000000	-2.607225	3.952916	4.306474	0.127162	
830.000000	-2.627170	3.947941	4.321578	0.128006	
831.000000	-2.647096	3.942982	4.336726	0.128860	
832.000000	-2.667003	3.938041	4.351919	0.129725	
833.000000	-2.686891	3.933115	4.367157	0.130601	
834.000000	-2.706761	3.928207	4.382439	0.131487	
835.000000	-2.726611	3.923315	4.397764	0.132384	
836.000000	-2.746443	3.918439	4.413134	0.133291	
837.000000	-2.766256	3.913579	4.428546	0.134209	
838.000000	-2.786051	3.908736	4.444002	0.135137	
839.000000	-2.805827	3.903908	4.459500	0.136075	
840.000000	-2.825580	3.899096	4.475041	0.137023	
841.000000	-2.845319	3.894300	4.490625	0.137981	
842.000000	-2.865040	3.889520	4.506250	0.138949	
843.000000	-2.884743	3.884755	4.521918	0.139926	
844.000000	-2.904428	3.880006	4.537627	0.140913	
845.000000	-2.924095	3.875272	4.553378	0.141910	
846.000000	-2.943744	3.870553	4.569170	0.142917	
847.000000	-2.963375	3.865849	4.585003	0.143933	
848.000000	-2.982988	3.861160	4.600876	0.144958	
849.000000	-3.002584	3.856487	4.616791	0.145992	
850.000000	-3.022162	3.851827	4.632746	0.147036	
851.000000	-3.041723	3.847183	4.648741	0.148089	
852.000000	-3.061267	3.842553	4.664775	0.149151	
853.000000	-3.080794	3.837938	4.680851	0.150221	
854.000000	-3.100303	3.833338	4.696965	0.151301	
855.000000	-3.119795	3.828751	4.713119	0.152390	
856.000000	-3.139271	3.824179	4.729311	0.153487	
857.000000	-3.158730	3.819621	4.745544	0.154593	
858.000000	-3.178172	3.815078	4.761815	0.155708	
859.000000	-3.197597	3.810548	4.778125	0.156831	
860.000000	-3.217006	3.806032	4.794473	0.157963	
861.000000	-3.236399	3.801530	4.810860	0.159103	
862.000000	-3.255775	3.797041	4.827285	0.160251	
863.000000	-3.275136	3.792567	4.843748	0.161408	
864.000000	-3.294480	3.788105	4.860250	0.162573	
865.000000	-3.313809	3.783658	4.876788	0.163747	
866.000000	-3.333122	3.779223	4.893365	0.164928	
867.000000	-3.352419	3.774802	4.909979	0.166117	
868.000000	-3.371701	3.770395	4.926630	0.167315	
869.000000	-3.390967	3.766000	4.943319	0.168520	
870.000000	-3.410218	3.761619	4.960045	0.169733	
871.000000	-3.429453	3.757250	4.976808	0.170954	
872.000000	-3.448674	3.752895	4.993607	0.172183	
873.000000	-3.467880	3.748552	5.010443	0.173420	
874.000000	-3.487071	3.744222	5.027317	0.174664	
875.000000	-3.506247	3.739905	5.044226	0.175916	
876.000000	-3.525409	3.735601	5.061172	0.177175	
877.000000	-3.544556	3.731309	5.078154	0.178442	
878.000000	-3.563689	3.727029	5.095172	0.179716	
879.000000	-3.582807	3.722762	5.112227	0.180998	
880.000000	-3.601912	3.718508	5.129317	0.182287	
881.000000	-3.621002	3.714266	5.146444	0.183584	
882.000000	-3.640079	3.710036	5.163606	0.184887	
883.000000	-3.659142	3.705818	5.180804	0.186198	
884.000000	-3.678191	3.701612	5.198038	0.187516	
885.000000	-3.697227	3.697418	5.215307	0.188841	
886.000000	-3.716249	3.693236	5.232611	0.190173	
887.000000	-3.735258	3.689067	5.249951	0.191513	
888.000000	-3.754254	3.684909	5.267327	0.192859	
889.000000	-3.773237	3.680763	5.284738	0.194212	
890.000000	-3.792207	3.676628	5.302184	0.195572	
891.000000	-3.811163	3.672505	5.319665	0.196939	
892.000000	-3.830108	3.668394	5.337181	0.198312	
893.000000	-3.849039	3.664295	5.354733	0.199692	
894.000000	-3.867959	3.660207	5.372319	0.201079	
895.000000	-3.886865	3.656130	5.389940	0.202473	
896.000000	-3.905760	3.652065	5.407597	0.203873	
897.000000	-3.924642	3.648011	5.425288	0.205280	
898.000000	-3.943512	3.643968	5.443014	0.206694	
899.000000	-3.962371	3.639937	5.460774	0.208114	
900.000000	-3.981217	3.635917	5.478570	0.209540	
901.000000	-4.000052	3.631908	5.496400	0.210973	
902.000000	-4.018875	3.627910	5.514265	0.212412	
903.000000	-4.037687	3.623923	5.532165	0.213857	
904.000000	-4.056487	3.619947	5.550099	0.215309	
905.000000	-4.075275	3.615982	5.568068	0.216767	
906.000000	-4.094053	3.612027	5.586071	0.218232	
907.000000	-4.112820	3.608084	5.604110	0.219702	
908.000000	-4.131575	3.604151	5.622182	0.221179	
909.000000	-4.150320	3.600229	5.640290	0.222661	
910.000000	-4.169053	3.596318	5.658432	0.224150	
911.000000	-4.187776	3.592417	5.676609	0.225645	
912.000000	-4.206488	3.588528	5.694819	0.227146	
913.000000	-4.225190	3.584648	5.713066	0.228652	
914.000000	-4.243881	3.580779	5.731346	0.230165	
915.000000	-4.262561	3.576921	5.749660	0.231684	
916.000000	-4.281232	3.573073	5.768010	0.233208	
917.000000	-4.299892	3.569235	5.786394	0.234738	
918.000000	-4.318542	3.565408	5.804813	0.236274	
919.000000	-4.337182	3.561590	5.823267	0.237816	
920.000000	-4.355812	3.557783	5.841754	0.239363	
921.000000	-4.374432	3.553987	5.860277	0.240916	
922.000000	-4.393042	3.550200	5.878834	0.242475	
923.000000	-4.411643	3.546424	5.897426	0.244040	
924.000000	-4.430233	3.542658	5.916053	0.245610	
925.000000	-4.448814	3.538901	5.934715	0.247185	
926.000000	-4.467386	3.535155	5.953411	0.248766	
927.000000	-4.485948	3.531419	5.972142	0.250352	
928.000000	-4.504501	3.527692	5.990908	0.251944	
929.000000	-4.523044	3.523976	6.009709	0.253542	
930.000000	-4.541578	3.520269	6.028545	0.255144	
931.000000	-4.560103	3.516572	6.047415	0.256752	
932.000000	-4.578619	3.512885	6.066321	0.258366	
933.000000	-4.597126	3.509208	6.085262	0.259984	
934.000000	-4.615623	3.505540	6.104238	0.261608	
935.000000	-4.634111	3.501883	6.123249	0.263237	
936.000000	-4.652591	3.498234	6.142295	0.264872	
937.000000	-4.671062	3.494596	6.161376	0.266511	
938.000000	-4.689524	3.490967	6.180493	0.268156	
939.000000	-4.707976	3.487347	6.199645	0.269805	
940.000000	-4.726421	3.483737	6.218832	0.271460	
941.000000	-4.744856	3.480136	6.238055	0.273120	
942.000000	-4.763283	3.476545	6.257313	0.274785	
943.000000	-4.781702	3.472963	6.276607	0.276454	
944.000000	-4.800111	3.469391	6.295936	0.278129	
945.000000	-4.818512	3.465828	6.315300	0.279808	
946.000000	-4.836905	3.462274	6.334701	0.281493	
947.000000	-4.855289	3.458730	6.354137	0.283182	
948.000000	-4.873664	3.455194	6.373610	0.284876	
949.000000	-4.892031	3.451669	6.393117	0.286575	
950.000000	-4.910390	3.448152	6.412662	0.288279	
951.000000	-4.928740	3.444644	6.432241	0.289987	
952.000000	-4.947082	3.441145	6.451858	0.291700	
953.000000	-4.965415	3.437656	6.471510	0.293418	
954.000000	-4.983740	3.434176	6.491198	0.295140	
955.000000	-5.002057	3.430704	6.510923	0.296867	
956.000000	-5.020366	3.427242	6.530684	0.298599	
957.000000	-5.038666	3.423789	6.550481	0.300335	
958.000000	-5.056958	3.420345	6.570315	0.302075	
959.000000	-5.075241	3.416909	6.590186	0.303821	
960.000000	-5.093517	3.413483	6.610093	0.305570	
961.000000	-5.111784	3.410065	6.630036	0.307324	
962.000000	-5.130042	3.406656	6.650017	0.309083	
963.000000	-5.148293	3.403256	6.670034	0.310845	
964.000000	-5.166535	3.399865	6.690088	0.312613	
965.000000	-5.184769	3.396483	6.710180	0.314384	
966.000000	-5.202994	3.393109	6.730308	0.316160	
967.000000	-5.221211	3.389745	6.750473	0.317940	
968.000000	-5.239420	3.386388	6.770676	0.319724	
969.000000	-5.257621	3.383041	6.790916	0.321513	
970.000000	-5.275813	3.379702	6.811194	0.323305	
971.000000	-5.293997	3.376372	6.831509	0.325102	
972.000000	-5.312172	3.373050	6.851861	0.326903	
973.000000	-5.330339	3.369737	6.872251	0.328708	
974.000000	-5.348497	3.366433	6.892679	0.330517	
975.000000	-5.366648	3.363137	6.913144	0.332331	
976.000000	-5.384789	3.359849	6.933647	0.334148	
977.000000	-5.402922	3.356570	6.954188	0.335969	
978.000000	-5.421047	3.353300	6.974768	0.337794	
979.000000	-5.439163	3.350038	6.995385	0.339623	
980.000000	-5.457270	3.346784	7.016040	0.341456	
981.000000	-5.475368	3.343539	7.036734	0.343293	
982.000000	-5.493459	3.340302	7.057467	0.345134	
983.000000	-5.511540	3.337074	7.078237	0.346978	
984.000000	-5.529612	3.333853	7.099046	0.348827	
985.000000	-5.547676	3.330642	7.119893	0.350679	
986.000000	-5.565731	3.327438	7.140779	0.352535	
987.000000	-5.583776	3.324243	7.161704	0.354394	
988.000000	-5.601813	3.321055	7.182668	0.356258	
989.000000	-5.619841	3.317877	7.203670	0.358125	
990.000000	-5.637860	3.314706	7.224712	0.359995	
991.000000	-5.655869	3.311543	7.245792	0.361869	
992.000000	-5.673870	3.308389	7.266912	0.363747	
993.000000	-5.691861	3.305243	7.288071	0.365628	
994.000000	-5.709843	3.302105	7.309269	0.367513	
995.000000	-5.727815	3.298975	7.330506	0.369402	
996.000000	-5.745778	3.295853	7.351783	0.371294	
997.000000	-5.763731	3.292739	7.373100	0.373189	
998.000000	-5.781675	3.289633	7.394455	0.375088	
999.000000	-5.799610	3.286535	7.415851	0.376990	
1000.000000	-5.817534	3.283445	7.437286	0.378895	
1006.000000	-5.924873	3.265073	7.566738	0.390398	
1012.000000	-6.031842	3.246984	7.697638	0.402016	
1018.000000	-6.138421	3.229173	7.830002	0.413743	
1024.000000	-6.244589	3.211638	7.963845	0.425574	
1030.000000	-6.350324	3.194374	8.099179	0.437505	
1036.000000	-6.455599	3.177377	8.236017	0.449528	
1042.000000	-6.560388	3.160645	8.374370	0.461640	
1048.000000	-6.664663	3.144172	8.514247	0.473834	
1054.000000	-6.768395	3.127957	8.655655	0.486107	
1060.000000	-6.871552	3.111995	8.798601	0.498452	
1066.000000	-6.974102	3.096282	8.943089	0.510865	
1072.000000	-7.076014	3.080817	9.089124	0.523340	
1078.000000	-7.177253	3.065595	9.236705	0.535874	
1084.000000	-7.277784	3.050612	9.385832	0.548461	
1090.000000	-7.377574	3.035866	9.536503	0.561097	
1096.000000	-7.476586	3.021354	9.688713	0.573776	
1102.000000	-7.574785	3.007071	9.842459	0.586495	
1108.000000	-7.672135	2.993015	9.997729	0.599249	
1114.000000	-7.768600	2.979183	10.154518	0.612033	
1120.000000	-7.864145	2.965571	10.312812	0.624843	
1126.000000	-7.958734	2.952175	10.472598	0.637676	
1132.000000	-8.052331	2.938994	10.633863	0.650526	
1138.000000	-8.144901	2.926023	10.796590	0.663390	
1144.000000	-8.236411	2.913259	10.960760	0.676263	
1150.000000	-8.326826	2.900698	11.126355	0.689143	
1156.000000	-8.416113	2.888339	11.293354	0.702024	
1162.000000	-8.504239	2.876177	11.461733	0.714904	
1168.000000	-8.591172	2.864209	11.631470	0.727779	
1174.000000	-8.676882	2.852432	11.802538	0.740645	
1180.000000	-8.761338	2.840842	11.974912	0.753498	
1186.000000	-8.844513	2.829437	12.148562	0.766336	
1192.000000	-8.926378	2.818213	12.323462	0.779155	
1198.000000	-9.006907	2.807166	12.499580	0.791952	
1204.000000	-9.086072	2.796294	12.676886	0.804723	
1210.000000	-9.163851	2.785594	12.855348	0.817467	
1216.000000	-9.240221	2.775062	13.034931	0.830179	
1222.000000	-9.315158	2.764694	13.215604	0.842856	
1228.000000	-9.388643	2.754488	13.397331	0.855498	
1234.000000	-9.460657	2.744441	13.580078	0.868099	
1240.000000	-9.531180	2.734548	13.763809	0.880658	
1246.000000	-9.600198	2.724808	13.948487	0.893173	
1252.000000	-9.667693	2.715217	14.134077	0.905641	
1258.000000	-9.733653	2.705770	14.320539	0.918059	
1264.000000	-9.798064	2.696467	14.507839	0.930425	
1270.000000	-9.860917	2.687303	14.695937	0.942738	
1276.000000	-9.922199	2.678274	14.884796	0.954994	
1282.000000	-9.981905	2.669380	15.074378	0.967192	
1288.000000	-10.040025	2.660614	15.264645	0.979330	
1294.000000	-10.096554	2.651976	15.455558	0.991406	
1300.000000	-10.151487	2.643461	15.647079	1.003419	
1306.000000	-10.204823	2.635067	15.839172	1.015365	
1312.000000	-10.256557	2.626791	16.031797	1.027245	
1318.000000	-10.306688	2.618630	16.224916	1.039055	
1324.000000	-10.355220	2.610579	16.418493	1.050796	
1330.000000	-10.402152	2.602638	16.612492	1.062464	
1336.000000	-10.447490	2.594803	16.806873	1.074059	
1342.000000	-10.491235	2.587070	17.001602	1.085579	
1348.000000	-10.533393	2.579438	17.196642	1.097023	
1354.000000	-10.573971	2.571902	17.391958	1.108390	
1360.000000	-10.612974	2.564461	17.587515	1.119679	
1366.000000	-10.650414	2.557111	17.783278	1.130889	
1372.000000	-10.686300	2.549850	17.979214	1.142017	
1378.000000	-10.720642	2.542674	18.175287	1.153065	
1384.000000	-10.753449	2.535582	18.371469	1.164030	
1390.000000	-10.784735	2.528570	18.567724	1.174911	
1396.000000	-10.814514	2.521636	18.764023	1.185709	
1402.000000	-10.842800	2.514777	18.960335	1.196421	
1408.000000	-10.869608	2.507990	19.156628	1.207048	
1414.000000	-10.894950	2.501274	19.352875	1.217588	
1420.000000	-10.918846	2.494625	19.549047	1.228042	
1426.000000	-10.941314	2.488041	19.745117	1.238408	
1432.000000	-10.962369	2.481518	19.941057	1.248685	
1438.000000	-10.982028	2.475057	20.136843	1.258875	
1444.000000	-11.000313	2.468651	20.332447	1.268975	
1450.000000	-11.017243	2.462302	20.527849	1.278985	
1456.000000	-11.032837	2.456004	20.723021	1.288906	
1462.000000	-11.047113	2.449758	20.917942	1.298736	
1468.000000	-11.060098	2.443559	21.112593	1.308476	
1474.000000	-11.071808	2.437406	21.306948	1.318126	
1480.000000	-11.082264	2.431296	21.500990	1.327684	
1486.000000	-11.091493	2.425228	21.694702	1.337151	
1492.000000	-11.099513	2.419198	21.888062	1.346527	
1498.000000	-11.106347	2.413206	22.081053	1.355811	
1504.000000	-11.112019	2.407248	22.273661	1.365004	
1510.000000	-11.116552	2.401323	22.465868	1.374105	
1516.000000	-11.119967	2.395428	22.657660	1.383114	
1522.000000	-11.122290	2.389562	22.849022	1.392032	
1528.000000	-11.123543	2.383723	23.039944	1.400858	
1534.000000	-11.123748	2.377908	23.230410	1.409592	
1540.000000	-11.122931	2.372116	23.420410	1.418235	
1546.000000	-11.121115	2.366344	23.609934	1.426786	
1552.000000	-11.118320	2.360592	23.798971	1.435246	
1558.000000	-11.114575	2.354856	23.987514	1.443615	
1564.000000	-11.109900	2.349136	24.175552	1.451893	
1570.000000	-11.104319	2.343429	24.363081	1.460081	
1576.000000	-11.097857	2.337733	24.550091	1.468177	
1582.000000	-11.090532	2.332047	24.736576	1.476183	
1588.000000	-11.082374	2.326370	24.922535	1.484099	
1594.000000	-11.073401	2.320699	25.107958	1.491925	
1600.000000	-11.063636	2.315032	25.292847	1.499662	
1606.000000	-11.053104	2.309369	25.477194	1.507309	
1612.000000	-11.041824	2.303708	25.660997	1.514868	
1618.000000	-11.029821	2.298046	25.844257	1.522337	
1624.000000	-11.017115	2.292384	26.026974	1.529719	
1630.000000	-11.003727	2.286718	26.209143	1.537012	
1636.000000	-10.989679	2.281048	26.390766	1.544219	
1642.000000	-10.974991	2.275371	26.571844	1.551337	
1648.000000	-10.959686	2.269687	26.752380	1.558370	
1654.000000	-10.943780	2.263995	26.932373	1.565316	
1660.000000	-10.927297	2.258292	27.111828	1.572176	
1666.000000	-10.910253	2.252578	27.290747	1.578950	
1672.000000	-10.892670	2.246851	27.469131	1.585640	
1678.000000	-10.874564	2.241109	27.646988	1.592245	
1684.000000	-10.855955	2.235353	27.824320	1.598766	
1690.000000	-10.836862	2.229579	28.001131	1.605203	
1696.000000	-10.817300	2.223787	28.177429	1.611557	
1702.000000	-10.797288	2.217977	28.353218	1.617829	
1708.000000	-10.776841	2.212146	28.528505	1.624018	
1714.000000	-10.755978	2.206293	28.703295	1.630126	
1720.000000	-10.734711	2.200418	28.877598	1.636153	
1726.000000	-10.713058	2.194519	29.051416	1.642099	
1732.000000	-10.691034	2.188595	29.224762	1.647965	
1738.000000	-10.668653	2.182645	29.397640	1.653752	
1744.000000	-10.645929	2.176668	29.570061	1.659460	
1750.000000	-10.622876	2.170663	29.742031	1.665089	
1756.000000	-10.599506	2.164629	29.913561	1.670640	
1762.000000	-10.575834	2.158565	30.084656	1.676115	
1768.000000	-10.551870	2.152470	30.255329	1.681512	
1774.000000	-10.527628	2.146343	30.425589	1.686833	
1780.000000	-10.503118	2.140182	30.595444	1.692078	
1786.000000	-10.478351	2.133989	30.764904	1.697249	
1792.000000	-10.453337	2.127760	30.933979	1.702344	
1798.000000	-10.428087	2.121495	31.102680	1.707366	
1804.000000	-10.402610	2.115195	31.271015	1.712314	
1810.000000	-10.376916	2.108857	31.438997	1.717190	
1816.000000	-10.351013	2.102480	31.606634	1.721994	
1822.000000	-10.324909	2.096065	31.773939	1.726725	
1828.000000	-10.298613	2.089610	31.940922	1.731386	
1834.000000	-10.272131	2.083114	32.107590	1.735976	
1840.000000	-10.245472	2.076577	32.273960	1.740496	
1846.000000	-10.218640	2.069999	32.440037	1.744947	
1852.000000	-10.191643	2.063377	32.605835	1.749329	
1858.000000	-10.164486	2.056712	32.771362	1.753643	
1864.000000	-10.137175	2.050003	32.936630	1.757890	
1870.000000	-10.109714	2.043249	33.101654	1.762069	
1876.000000	-10.082108	2.036450	33.266438	1.766182	
1882.000000	-10.054360	2.029604	33.431000	1.770229	
1888.000000	-10.026477	2.022712	33.595341	1.774211	
1894.000000	-9.998460	2.015772	33.759480	1.778128	
1900.000000	-9.970311	2.008785	33.923428	1.781981	
1906.000000	-9.942035	2.001749	34.087185	1.785770	
1912.000000	-9.913633	1.994664	34.250774	1.789496	
1918.000000	-9.885108	1.987529	34.414200	1.793160	
1924.000000	-9.856461	1.980344	34.577473	1.796763	
1930.000000	-9.827692	1.973108	34.740601	1.800303	
1936.000000	-9.798804	1.965820	34.903599	1.803784	
1942.000000	-9.769797	1.958481	35.066471	1.807204	
1948.000000	-9.740671	1.951090	35.229237	1.810564	
1954.000000	-9.711426	1.943646	35.391895	1.813866	
1960.000000	-9.682062	1.936149	35.554459	1.817109	
1966.000000	-9.652577	1.928598	35.716942	1.820294	
1972.000000	-9.622973	1.920993	35.879349	1.823422	
1978.000000	-9.593247	1.913333	36.041691	1.826493	
1984.000000	-9.563398	1.905617	36.203976	1.829507	
1990.000000	-9.533424	1.897848	36.366211	1.832467	
1996.000000	-9.503325	1.890021	36.528408	1.835371	
2002.000000	-9.473096	1.882138	36.690578	1.838220	
2008.000000	-9.442736	1.874199	36.852722	1.841015	
2014.000000	-9.412241	1.866204	37.014851	1.843757	
2020.000000	-9.381611	1.858150	37.176975	1.846446	
2026.000000	-9.350842	1.850038	37.339100	1.849082	
2032.000000	-9.319928	1.841869	37.501236	1.851666	
2038.000000	-9.288870	1.833641	37.663383	1.854199	
2044.000000	-9.257661	1.825355	37.825558	1.856681	
2050.000000	-9.226297	1.817009	37.987762	1.859113	
2056.000000	-9.194778	1.808604	38.150002	1.861494	
2062.000000	-9.163095	1.800139	38.312286	1.863827	
2068.000000	-9.131248	1.791614	38.474621	1.866110	
2074.000000	-9.099230	1.783029	38.637012	1.868345	
2080.000000	-9.067035	1.774383	38.799465	1.870533	
2086.000000	-9.034660	1.765677	38.961987	1.872673	
2092.000000	-9.002103	1.756910	39.124580	1.874766	
2098.000000	-8.969353	1.748081	39.287254	1.876813	
2104.000000	-8.936410	1.739190	39.450012	1.878814	
2110.000000	-8.903267	1.730238	39.612858	1.880769	
2116.000000	-8.869916	1.721224	39.775799	1.882680	
2122.000000	-8.836356	1.712147	39.938835	1.884546	
2128.000000	-8.802581	1.703007	40.101974	1.886368	
2134.000000	-8.768579	1.693806	40.265224	1.888146	
2140.000000	-8.734354	1.684541	40.428581	1.889882	
2146.000000	-8.699894	1.675213	40.592052	1.891575	
2152.000000	-8.665194	1.665821	40.755642	1.893226	
2158.000000	-8.630250	1.656366	40.919350	1.894835	
2164.000000	-8.595053	1.646848	41.083183	1.896403	
2170.000000	-8.559599	1.637266	41.247147	1.897930	
2176.000000	-8.523882	1.627619	41.411236	1.899417	
2182.000000	-8.487897	1.617908	41.575459	1.900864	
2188.000000	-8.451635	1.608134	41.739815	1.902272	
2194.000000	-8.415092	1.598294	41.904305	1.903640	
2200.000000	-8.378263	1.588390	42.068935	1.904970	
2206.000000	-8.341136	1.578421	42.233707	1.906262	
2212.000000	-8.303711	1.568387	42.398621	1.907516	
2218.000000	-8.265981	1.558288	42.563675	1.908733	
2224.000000	-8.227936	1.548124	42.728874	1.909913	
2230.000000	-8.189573	1.537894	42.894218	1.911056	
2236.000000	-8.150886	1.527600	43.059708	1.912163	
2242.000000	-8.111868	1.517239	43.225342	1.913235	
2248.000000	-8.072509	1.506814	43.391125	1.914271	
2254.000000	-8.032811	1.496322	43.557053	1.915272	
2260.000000	-7.992762	1.485764	43.723129	1.916239	
2266.000000	-7.952356	1.475140	43.889351	1.917172	
2272.000000	-7.911589	1.464451	44.055721	1.918071	
2278.000000	-7.870455	1.453695	44.222237	1.918936	
2284.000000	-7.828947	1.442873	44.388897	1.919769	
2290.000000	-7.787055	1.431985	44.555702	1.920569	
2296.000000	-7.744783	1.421031	44.722652	1.921337	
2302.000000	-7.702116	1.410010	44.889744	1.922073	
2308.000000	-7.659051	1.398923	45.056976	1.922778	
2314.000000	-7.615582	1.387769	45.224350	1.923452	
2320.000000	-7.571709	1.376548	45.391861	1.924094	
2326.000000	-7.527415	1.365261	45.559513	1.924707	
2332.000000	-7.482704	1.353907	45.727295	1.925289	
2338.000000	-7.437565	1.342487	45.895214	1.925841	
2344.000000	-7.391998	1.330999	46.063263	1.926365	
2350.000000	-7.345988	1.319445	46.231438	1.926859	
2356.000000	-7.299541	1.307824	46.399742	1.927324	
2362.000000	-7.252644	1.296136	46.568172	1.927761	
2368.000000	-7.205297	1.284381	46.736721	1.928171	
2374.000000	-7.157485	1.272559	46.905392	1.928552	
2380.000000	-7.109217	1.260670	47.074177	1.928906	
2386.000000	-7.060478	1.248714	47.243073	1.929233	
2392.000000	-7.011268	1.236691	47.412083	1.929534	
2398.000000	-6.961575	1.224600	47.581200	1.929808	
2404.000000	-6.911406	1.212443	47.750416	1.930055	
2410.000000	-6.860746	1.200219	47.919739	1.930278	
2416.000000	-6.809596	1.187927	48.089153	1.930474	
2422.000000	-6.757945	1.175568	48.258663	1.930646	
2428.000000	-6.705800	1.163143	48.428265	1.930792	
2434.000000	-6.653146	1.150650	48.597950	1.930914	
2440.000000	-6.599984	1.138090	48.767719	1.931012	
