All Layer Optical Constants
Wavelength (nm)	e1, Ordinary, Biaxial	e1, Extra-ordinary, Biaxial	e2, Ordinary, Biaxial	e2, Extra-ordinary, Biaxial
724.000000	-0.018727	66.527458	5.656748	115.704636	
725.000000	-0.038061	67.344185	5.676061	115.569283	
726.000000	-0.057335	68.160576	5.695453	115.415680	
727.000000	-0.076552	68.976044	5.714924	115.244026	
728.000000	-0.095709	69.790016	5.734473	115.054565	
729.000000	-0.114806	70.601944	5.754101	114.847527	
730.000000	-0.133841	71.411285	5.773805	114.623154	
731.000000	-0.152820	72.217514	5.793586	114.381699	
732.000000	-0.171739	73.020134	5.813442	114.123405	
733.000000	-0.190599	73.818657	5.833373	113.848541	
734.000000	-0.209400	74.612602	5.853379	113.557373	
735.000000	-0.228140	75.401512	5.873458	113.250175	
736.000000	-0.246820	76.184937	5.893611	112.927231	
737.000000	-0.265440	76.962448	5.913836	112.588806	
738.000000	-0.284001	77.733627	5.934133	112.235199	
739.000000	-0.302500	78.498070	5.954501	111.866707	
740.000000	-0.320940	79.255371	5.974939	111.483620	
741.000000	-0.339320	80.005165	5.995448	111.086235	
742.000000	-0.357639	80.747070	6.016026	110.674866	
743.000000	-0.375897	81.480743	6.036672	110.249809	
744.000000	-0.394096	82.205826	6.057387	109.811394	
745.000000	-0.412233	82.922005	6.078169	109.359917	
746.000000	-0.430310	83.628937	6.099018	108.895714	
747.000000	-0.448326	84.326324	6.119933	108.419090	
748.000000	-0.466282	85.013863	6.140913	107.930382	
749.000000	-0.484177	85.691254	6.161960	107.429909	
750.000000	-0.502011	86.358223	6.183070	106.918015	
751.000000	-0.519784	87.014496	6.204245	106.395012	
752.000000	-0.537497	87.659821	6.225482	105.861252	
753.000000	-0.555148	88.293930	6.246783	105.317070	
754.000000	-0.572739	88.916595	6.268146	104.762794	
755.000000	-0.590269	89.527580	6.289570	104.198784	
756.000000	-0.607737	90.126656	6.311056	103.625374	
757.000000	-0.625145	90.713600	6.332602	103.042915	
758.000000	-0.642492	91.288216	6.354208	102.451759	
759.000000	-0.659779	91.850296	6.375873	101.852249	
760.000000	-0.677003	92.399658	6.397597	101.244751	
761.000000	-0.694167	92.936111	6.419380	100.629608	
762.000000	-0.711271	93.459488	6.441221	100.007195	
763.000000	-0.728313	93.969612	6.463119	99.377861	
764.000000	-0.745294	94.466339	6.485073	98.741982	
765.000000	-0.762214	94.949493	6.507084	98.099907	
766.000000	-0.779074	95.418953	6.529150	97.452026	
767.000000	-0.795872	95.874573	6.551272	96.798698	
768.000000	-0.812609	96.316223	6.573449	96.140305	
769.000000	-0.829286	96.743797	6.595679	95.477226	
770.000000	-0.845902	97.157158	6.617964	94.809830	
771.000000	-0.862456	97.556221	6.640301	94.138519	
772.000000	-0.878950	97.940887	6.662691	93.463676	
773.000000	-0.895383	98.311058	6.685133	92.785683	
774.000000	-0.911756	98.666672	6.707627	92.104942	
775.000000	-0.928067	99.007645	6.730172	91.421860	
776.000000	-0.944318	99.333908	6.752768	90.736824	
777.000000	-0.960509	99.645432	6.775414	90.050240	
778.000000	-0.976638	99.942146	6.798110	89.362534	
779.000000	-0.992707	100.224037	6.820855	88.674103	
780.000000	-1.008716	100.491066	6.843648	87.985367	
781.000000	-1.024664	100.743233	6.866491	87.296745	
782.000000	-1.040552	100.980522	6.889380	86.608673	
783.000000	-1.056379	101.202942	6.912318	85.921562	
784.000000	-1.072146	101.410530	6.935302	85.235855	
785.000000	-1.087854	101.603294	6.958333	84.551979	
786.000000	-1.103500	101.781296	6.981410	83.870377	
787.000000	-1.119086	101.944580	7.004532	83.191490	
788.000000	-1.134613	102.093231	7.027699	82.515747	
789.000000	-1.150080	102.227310	7.050912	81.843613	
790.000000	-1.165486	102.346939	7.074168	81.175522	
791.000000	-1.180832	102.452209	7.097469	80.511932	
792.000000	-1.196119	102.543259	7.120812	79.853287	
793.000000	-1.211347	102.620232	7.144199	79.200035	
794.000000	-1.226514	102.683281	7.167628	78.552635	
795.000000	-1.241621	102.732582	7.191100	77.911545	
796.000000	-1.256670	102.768326	7.214612	77.277199	
797.000000	-1.271659	102.790726	7.238167	76.650055	
798.000000	-1.286588	102.800011	7.261762	76.030563	
799.000000	-1.301458	102.796417	7.285398	75.419159	
800.000000	-1.316269	102.780212	7.309073	74.816292	
801.000000	-1.331021	102.751678	7.332789	74.222389	
802.000000	-1.345714	102.711121	7.356544	73.637886	
803.000000	-1.360347	102.658844	7.380337	73.063210	
804.000000	-1.374923	102.595192	7.404169	72.498772	
805.000000	-1.389440	102.520531	7.428039	71.944984	
806.000000	-1.403897	102.435242	7.451947	71.402245	
807.000000	-1.418296	102.339714	7.475892	70.870941	
808.000000	-1.432637	102.234352	7.499874	70.351456	
809.000000	-1.446920	102.119606	7.523893	69.844147	
810.000000	-1.461144	101.995934	7.547947	69.349380	
811.000000	-1.475310	101.863792	7.572038	68.867477	
812.000000	-1.489418	101.723679	7.596164	68.398766	
813.000000	-1.503468	101.576096	7.620325	67.943558	
814.000000	-1.517460	101.421585	7.644521	67.502129	
815.000000	-1.531394	101.260681	7.668751	67.074745	
816.000000	-1.545271	101.093933	7.693015	66.661667	
817.000000	-1.559091	100.921921	7.717313	66.263107	
818.000000	-1.572852	100.745239	7.741644	65.879265	
819.000000	-1.586557	100.564484	7.766008	65.510338	
820.000000	-1.600204	100.380272	7.790405	65.156464	
821.000000	-1.613794	100.193230	7.814834	64.817780	
822.000000	-1.627328	100.003998	7.839294	64.494385	
823.000000	-1.640804	99.813217	7.863787	64.186356	
824.000000	-1.654223	99.621536	7.888310	63.893738	
825.000000	-1.667586	99.429634	7.912865	63.616554	
826.000000	-1.680892	99.238167	7.937450	63.354790	
827.000000	-1.694142	99.047791	7.962066	63.108402	
828.000000	-1.707335	98.859200	7.986711	62.877323	
829.000000	-1.720473	98.673058	8.011386	62.661449	
830.000000	-1.733555	98.490036	8.036091	62.460644	
831.000000	-1.746580	98.310806	8.060823	62.274742	
832.000000	-1.759550	98.136040	8.085586	62.103542	
833.000000	-1.772464	97.966393	8.110376	61.946819	
834.000000	-1.785323	97.802513	8.135195	61.804306	
835.000000	-1.798126	97.645058	8.160041	61.675716	
836.000000	-1.810873	97.494652	8.184915	61.560719	
837.000000	-1.823566	97.351913	8.209815	61.458954	
838.000000	-1.836203	97.217445	8.234743	61.370045	
839.000000	-1.848786	97.091843	8.259698	61.293568	
840.000000	-1.861314	96.975685	8.284678	61.229073	
841.000000	-1.873786	96.869507	8.309685	61.176094	
842.000000	-1.886205	96.773849	8.334718	61.134117	
843.000000	-1.898570	96.689224	8.359776	61.102623	
844.000000	-1.910879	96.616112	8.384858	61.081051	
845.000000	-1.923135	96.554970	8.409966	61.068817	
846.000000	-1.935336	96.506241	8.435099	61.065323	
847.000000	-1.947484	96.470314	8.460256	61.069939	
848.000000	-1.959578	96.447563	8.485436	61.082024	
849.000000	-1.971618	96.438347	8.510641	61.100910	
850.000000	-1.983604	96.442963	8.535870	61.125912	
851.000000	-1.995537	96.461685	8.561122	61.156338	
852.000000	-2.007418	96.494774	8.586396	61.191471	
853.000000	-2.019244	96.542435	8.611693	61.230587	
854.000000	-2.031018	96.604828	8.637013	61.272953	
855.000000	-2.042739	96.682106	8.662355	61.317825	
856.000000	-2.054407	96.774368	8.687720	61.364449	
857.000000	-2.066023	96.881676	8.713106	61.412079	
858.000000	-2.077586	97.004074	8.738514	61.459949	
859.000000	-2.089097	97.141533	8.763943	61.507305	
860.000000	-2.100555	97.294022	8.789392	61.553391	
861.000000	-2.111962	97.461449	8.814863	61.597450	
862.000000	-2.123317	97.643700	8.840355	61.638737	
863.000000	-2.134619	97.840614	8.865867	61.676506	
864.000000	-2.145870	98.052010	8.891398	61.710026	
865.000000	-2.157070	98.277657	8.916950	61.738579	
866.000000	-2.168219	98.517281	8.942521	61.761452	
867.000000	-2.179316	98.770592	8.968112	61.777954	
868.000000	-2.190362	99.037270	8.993722	61.787407	
869.000000	-2.201356	99.316940	9.019351	61.789146	
870.000000	-2.212300	99.609222	9.044998	61.782539	
871.000000	-2.223194	99.913689	9.070665	61.766964	
872.000000	-2.234037	100.229881	9.096350	61.741821	
873.000000	-2.244829	100.557327	9.122052	61.706543	
874.000000	-2.255571	100.895523	9.147773	61.660583	
875.000000	-2.266263	101.243935	9.173512	61.603420	
876.000000	-2.276905	101.602013	9.199267	61.534561	
877.000000	-2.287496	101.969185	9.225041	61.453548	
878.000000	-2.298038	102.344856	9.250832	61.359947	
879.000000	-2.308530	102.728416	9.276639	61.253353	
880.000000	-2.318973	103.119225	9.302463	61.133400	
881.000000	-2.329367	103.516655	9.328303	60.999748	
882.000000	-2.339711	103.920044	9.354160	60.852089	
883.000000	-2.350005	104.328728	9.380033	60.690155	
884.000000	-2.360251	104.742027	9.405923	60.513706	
885.000000	-2.370449	105.159256	9.431828	60.322540	
886.000000	-2.380597	105.579727	9.457748	60.116482	
887.000000	-2.390697	106.002762	9.483684	59.895397	
888.000000	-2.400748	106.427643	9.509635	59.659180	
889.000000	-2.410751	106.853676	9.535601	59.407768	
890.000000	-2.420706	107.280190	9.561582	59.141121	
891.000000	-2.430613	107.706474	9.587578	58.859234	
892.000000	-2.440471	108.131844	9.613587	58.562145	
893.000000	-2.450282	108.555618	9.639612	58.249908	
894.000000	-2.460045	108.977135	9.665651	57.922623	
895.000000	-2.469761	109.395729	9.691704	57.580410	
896.000000	-2.479430	109.810745	9.717771	57.223427	
897.000000	-2.489051	110.221542	9.743851	56.851856	
898.000000	-2.498624	110.627495	9.769944	56.465908	
899.000000	-2.508151	111.027992	9.796051	56.065826	
900.000000	-2.517631	111.422455	9.822171	55.651875	
901.000000	-2.527065	111.810280	9.848305	55.224342	
902.000000	-2.536451	112.190933	9.874451	54.783546	
903.000000	-2.545791	112.563858	9.900610	54.329823	
904.000000	-2.555084	112.928543	9.926782	53.863529	
905.000000	-2.564331	113.284492	9.952966	53.385052	
906.000000	-2.573533	113.631226	9.979161	52.894779	
907.000000	-2.582688	113.968292	10.005370	52.393139	
908.000000	-2.591797	114.295265	10.031590	51.880554	
909.000000	-2.600860	114.611725	10.057822	51.357475	
910.000000	-2.609877	114.917305	10.084066	50.824371	
911.000000	-2.618850	115.211639	10.110321	50.281708	
912.000000	-2.627776	115.494392	10.136588	49.729969	
913.000000	-2.636657	115.765259	10.162866	49.169659	
914.000000	-2.645494	116.023956	10.189155	48.601273	
915.000000	-2.654284	116.270241	10.215455	48.025326	
916.000000	-2.663031	116.503853	10.241766	47.442329	
917.000000	-2.671732	116.724602	10.268087	46.852810	
918.000000	-2.680389	116.932312	10.294419	46.257282	
919.000000	-2.689001	117.126808	10.320763	45.656281	
920.000000	-2.697568	117.307968	10.347116	45.050331	
921.000000	-2.706091	117.475677	10.373478	44.439953	
922.000000	-2.714570	117.629852	10.399852	43.825676	
923.000000	-2.723005	117.770439	10.426234	43.208023	
924.000000	-2.731396	117.897392	10.452627	42.587509	
925.000000	-2.739743	118.010689	10.479030	41.964645	
926.000000	-2.748046	118.110344	10.505442	41.339947	
927.000000	-2.756306	118.196388	10.531863	40.713909	
928.000000	-2.764522	118.268852	10.558294	40.087029	
929.000000	-2.772694	118.327820	10.584735	39.459789	
930.000000	-2.780823	118.373375	10.611184	38.832672	
931.000000	-2.788909	118.405609	10.637642	38.206135	
932.000000	-2.796952	118.424660	10.664109	37.580639	
933.000000	-2.804953	118.430664	10.690585	36.956627	
934.000000	-2.812910	118.423767	10.717069	36.334538	
935.000000	-2.820824	118.404160	10.743562	35.714787	
936.000000	-2.828696	118.372009	10.770063	35.097782	
937.000000	-2.836525	118.327522	10.796573	34.483921	
938.000000	-2.844312	118.270912	10.823091	33.873585	
939.000000	-2.852056	118.202408	10.849616	33.267139	
940.000000	-2.859758	118.122238	10.876150	32.664936	
941.000000	-2.867418	118.030655	10.902692	32.067322	
942.000000	-2.875036	117.927910	10.929241	31.474613	
943.000000	-2.882612	117.814262	10.955798	30.887123	
944.000000	-2.890146	117.690002	10.982363	30.305145	
945.000000	-2.897639	117.555397	11.008935	29.728958	
946.000000	-2.905090	117.410736	11.035514	29.158829	
947.000000	-2.912499	117.256310	11.062100	28.595007	
948.000000	-2.919867	117.092422	11.088695	28.037724	
949.000000	-2.927194	116.919365	11.115295	27.487202	
950.000000	-2.934479	116.737457	11.141903	26.943645	
951.000000	-2.941723	116.546997	11.168517	26.407244	
952.000000	-2.948926	116.348289	11.195139	25.878174	
953.000000	-2.956089	116.141655	11.221766	25.356596	
954.000000	-2.963210	115.927414	11.248402	24.842659	
955.000000	-2.970291	115.705856	11.275043	24.336496	
956.000000	-2.977332	115.477310	11.301690	23.838226	
957.000000	-2.984331	115.242088	11.328343	23.347956	
958.000000	-2.991290	115.000488	11.355003	22.865778	
959.000000	-2.998209	114.752831	11.381669	22.391775	
960.000000	-3.005088	114.499413	11.408341	21.926016	
961.000000	-3.011927	114.240547	11.435019	21.468555	
962.000000	-3.018725	113.976517	11.461703	21.019440	
963.000000	-3.025484	113.707642	11.488393	20.578701	
964.000000	-3.032202	113.434189	11.515088	20.146364	
965.000000	-3.038881	113.156464	11.541789	19.722441	
966.000000	-3.045521	112.874741	11.568495	19.306932	
967.000000	-3.052120	112.589294	11.595207	18.899832	
968.000000	-3.058681	112.300407	11.621923	18.501123	
969.000000	-3.065201	112.008339	11.648646	18.110779	
970.000000	-3.071682	111.713364	11.675374	17.728767	
971.000000	-3.078125	111.415710	11.702106	17.355043	
972.000000	-3.084527	111.115654	11.728844	16.989559	
973.000000	-3.090892	110.813431	11.755587	16.632257	
974.000000	-3.097216	110.509262	11.782333	16.283075	
975.000000	-3.103502	110.203400	11.809086	15.941939	
976.000000	-3.109749	109.896057	11.835842	15.608774	
977.000000	-3.115958	109.587448	11.862604	15.283499	
978.000000	-3.122128	109.277779	11.889370	14.966024	
979.000000	-3.128259	108.967270	11.916141	14.656259	
980.000000	-3.134351	108.656097	11.942915	14.354105	
981.000000	-3.140406	108.344460	11.969694	14.059462	
982.000000	-3.146421	108.032547	11.996477	13.772223	
983.000000	-3.152399	107.720520	12.023265	13.492283	
984.000000	-3.158338	107.408554	12.050056	13.219525	
985.000000	-3.164240	107.096817	12.076852	12.953838	
986.000000	-3.170103	106.785454	12.103651	12.695104	
987.000000	-3.175928	106.474617	12.130454	12.443202	
988.000000	-3.181716	106.164452	12.157261	12.198011	
989.000000	-3.187465	105.855095	12.184072	11.959409	
990.000000	-3.193177	105.546669	12.210886	11.727269	
991.000000	-3.198852	105.239296	12.237704	11.501466	
992.000000	-3.204489	104.933098	12.264525	11.281873	
993.000000	-3.210088	104.628189	12.291350	11.068362	
994.000000	-3.215649	104.324661	12.318178	10.860806	
995.000000	-3.221174	104.022621	12.345010	10.659076	
996.000000	-3.226661	103.722168	12.371844	10.463043	
997.000000	-3.232111	103.423378	12.398683	10.272579	
998.000000	-3.237524	103.126335	12.425523	10.087556	
999.000000	-3.242900	102.831123	12.452367	9.907846	
1000.000000	-3.248238	102.537811	12.479214	9.733324	
1006.000000	-3.279499	100.821220	12.640353	8.788116	
1012.000000	-3.309444	99.185974	12.801580	7.998878	
1018.000000	-3.338089	97.638069	12.962883	7.341309	
1024.000000	-3.365447	96.179550	13.124247	6.793623	
1030.000000	-3.391530	94.809555	13.285658	6.336760	
1036.000000	-3.416351	93.525124	13.447103	5.954378	
1042.000000	-3.439922	92.321968	13.608569	5.632712	
1048.000000	-3.462255	91.195000	13.770044	5.360340	
1054.000000	-3.483359	90.138756	13.931514	5.127899	
1060.000000	-3.503246	89.147758	14.092966	4.927793	
1066.000000	-3.521926	88.216652	14.254388	4.753914	
1072.000000	-3.539408	87.340393	14.415766	4.601380	
1078.000000	-3.555702	86.514275	14.577088	4.466307	
1084.000000	-3.570818	85.734001	14.738341	4.345610	
1090.000000	-3.584765	84.995674	14.899513	4.236843	
1096.000000	-3.597551	84.295792	15.060591	4.138061	
1102.000000	-3.609186	83.631180	15.221560	4.047712	
1108.000000	-3.619678	82.999046	15.382408	3.964553	
1114.000000	-3.629036	82.396866	15.543123	3.887577	
1120.000000	-3.637269	81.822380	15.703691	3.815967	
1126.000000	-3.644385	81.273598	15.864100	3.749048	
1132.000000	-3.650393	80.748688	16.024336	3.686264	
1138.000000	-3.655301	80.246033	16.184383	3.627144	
1144.000000	-3.659119	79.764168	16.344233	3.571294	
1150.000000	-3.661855	79.301750	16.503868	3.518373	
1156.000000	-3.663518	78.857590	16.663277	3.468091	
1162.000000	-3.664117	78.430580	16.822445	3.420195	
1168.000000	-3.663661	78.019714	16.981359	3.374464	
1174.000000	-3.662160	77.624069	17.140009	3.330704	
1180.000000	-3.659623	77.242790	17.298376	3.288745	
1186.000000	-3.656060	76.875099	17.456451	3.248434	
1192.000000	-3.651481	76.520264	17.614220	3.209639	
1198.000000	-3.645896	76.177612	17.771667	3.172238	
1204.000000	-3.639315	75.846512	17.928783	3.136125	
1210.000000	-3.631750	75.526398	18.085552	3.101204	
1216.000000	-3.623210	75.216721	18.241962	3.067390	
1222.000000	-3.613707	74.916985	18.398003	3.034606	
1228.000000	-3.603252	74.626717	18.553656	3.002781	
1234.000000	-3.591857	74.345490	18.708914	2.971853	
1240.000000	-3.579532	74.072876	18.863762	2.941766	
1246.000000	-3.566292	73.808510	19.018188	2.912469	
1252.000000	-3.552146	73.552017	19.172184	2.883914	
1258.000000	-3.537108	73.303062	19.325733	2.856062	
1264.000000	-3.521191	73.061340	19.478827	2.828872	
1270.000000	-3.504407	72.826546	19.631453	2.802310	
1276.000000	-3.486771	72.598396	19.783600	2.776345	
1282.000000	-3.468293	72.376625	19.935259	2.750947	
1288.000000	-3.448991	72.160973	20.086418	2.726090	
1294.000000	-3.428876	71.951210	20.237068	2.701749	
1300.000000	-3.407962	71.747108	20.387199	2.677902	
1306.000000	-3.386263	71.548454	20.536800	2.654528	
1312.000000	-3.363792	71.355042	20.685865	2.631608	
1318.000000	-3.340568	71.166672	20.834383	2.609125	
1324.000000	-3.316602	70.983162	20.982346	2.587062	
1330.000000	-3.291910	70.804344	21.129745	2.565403	
1336.000000	-3.266506	70.630058	21.276575	2.544134	
1342.000000	-3.240406	70.460136	21.422827	2.523243	
1348.000000	-3.213624	70.294434	21.568493	2.502717	
1354.000000	-3.186177	70.132813	21.713566	2.482543	
1360.000000	-3.158079	69.975143	21.858042	2.462712	
1366.000000	-3.129346	69.821281	22.001913	2.443212	
1372.000000	-3.099991	69.671112	22.145176	2.424034	
1378.000000	-3.070034	69.524521	22.287825	2.405169	
1384.000000	-3.039487	69.381393	22.429853	2.386609	
1390.000000	-3.008367	69.241631	22.571260	2.368344	
1396.000000	-2.976687	69.105125	22.712038	2.350367	
1402.000000	-2.944468	68.971779	22.852184	2.332670	
1408.000000	-2.911720	68.841499	22.991699	2.315247	
1414.000000	-2.878461	68.714195	23.130575	2.298090	
1420.000000	-2.844706	68.589790	23.268812	2.281193	
1426.000000	-2.810472	68.468185	23.406408	2.264550	
1432.000000	-2.775770	68.349312	23.543364	2.248155	
1438.000000	-2.740621	68.233093	23.679672	2.232002	
1444.000000	-2.705035	68.119446	23.815338	2.216085	
1450.000000	-2.669031	68.008308	23.950359	2.200399	
1456.000000	-2.632620	67.899605	24.084734	2.184939	
1462.000000	-2.595821	67.793266	24.218464	2.169700	
1468.000000	-2.558646	67.689240	24.351549	2.154677	
1474.000000	-2.521109	67.587463	24.483992	2.139866	
1480.000000	-2.483228	67.487869	24.615791	2.125262	
1486.000000	-2.445012	67.390404	24.746952	2.110861	
1492.000000	-2.406480	67.295021	24.877474	2.096658	
1498.000000	-2.367643	67.201660	25.007359	2.082649	
1504.000000	-2.328515	67.110275	25.136610	2.068832	
1510.000000	-2.289111	67.020821	25.265232	2.055200	
1516.000000	-2.249442	66.933243	25.393225	2.041752	
1522.000000	-2.209522	66.847504	25.520596	2.028483	
1528.000000	-2.169364	66.763550	25.647345	2.015390	
1534.000000	-2.128981	66.681343	25.773479	2.002470	
1540.000000	-2.088385	66.600845	25.899002	1.989718	
1546.000000	-2.047587	66.522018	26.023916	1.977132	
1552.000000	-2.006601	66.444824	26.148230	1.964710	
1558.000000	-1.965437	66.369225	26.271946	1.952446	
1564.000000	-1.924107	66.295189	26.395069	1.940339	
1570.000000	-1.882623	66.222679	26.517607	1.928386	
1576.000000	-1.840994	66.151657	26.639563	1.916584	
1582.000000	-1.799232	66.082100	26.760944	1.904930	
1588.000000	-1.757347	66.013969	26.881758	1.893421	
1594.000000	-1.715348	65.947235	27.002008	1.882055	
1600.000000	-1.673248	65.881874	27.121702	1.870830	
1606.000000	-1.631050	65.817841	27.240847	1.859742	
1612.000000	-1.588772	65.755127	27.359449	1.848789	
1618.000000	-1.546416	65.693695	27.477516	1.837968	
1624.000000	-1.503993	65.633522	27.595053	1.827279	
1630.000000	-1.461513	65.574570	27.712069	1.816717	
1636.000000	-1.418981	65.516830	27.828571	1.806282	
1642.000000	-1.376407	65.460258	27.944565	1.795970	
1648.000000	-1.333799	65.404854	28.060061	1.785780	
1654.000000	-1.291161	65.350578	28.175064	1.775709	
1660.000000	-1.248503	65.297409	28.289583	1.765756	
1666.000000	-1.205833	65.245338	28.403625	1.755918	
1672.000000	-1.163151	65.194328	28.517199	1.746194	
1678.000000	-1.120471	65.144371	28.630310	1.736581	
1684.000000	-1.077794	65.095436	28.742970	1.727078	
1690.000000	-1.035127	65.047516	28.855183	1.717683	
1696.000000	-0.992475	65.000587	28.966959	1.708394	
1702.000000	-0.949845	64.954628	29.078304	1.699210	
1708.000000	-0.907237	64.909622	29.189230	1.690128	
1714.000000	-0.864661	64.865555	29.299742	1.681147	
1720.000000	-0.822119	64.822403	29.409847	1.672265	
1726.000000	-0.779614	64.780159	29.519554	1.663481	
1732.000000	-0.737150	64.738808	29.628872	1.654793	
1738.000000	-0.694733	64.698318	29.737808	1.646200	
1744.000000	-0.652364	64.658691	29.846371	1.637700	
1750.000000	-0.610045	64.619904	29.954567	1.629292	
1756.000000	-0.567782	64.581955	30.062405	1.620973	
1762.000000	-0.525575	64.544815	30.169891	1.612743	
1768.000000	-0.483427	64.508476	30.277035	1.604601	
1774.000000	-0.441340	64.472923	30.383842	1.596545	
1780.000000	-0.399318	64.438156	30.490324	1.588573	
1786.000000	-0.357357	64.404144	30.596485	1.580685	
1792.000000	-0.315465	64.370880	30.702333	1.572878	
1798.000000	-0.273641	64.338356	30.807877	1.565153	
1804.000000	-0.231883	64.306557	30.913120	1.557507	
1810.000000	-0.190195	64.275467	31.018076	1.549939	
1816.000000	-0.148578	64.245087	31.122746	1.542448	
1822.000000	-0.107031	64.215393	31.227139	1.535034	
1828.000000	-0.065553	64.186386	31.331263	1.527694	
1834.000000	-0.024148	64.158043	31.435123	1.520428	
1840.000000	0.017187	64.130356	31.538727	1.513234	
1846.000000	0.058453	64.103325	31.642082	1.506112	
1852.000000	0.099648	64.076927	31.745193	1.499061	
1858.000000	0.140774	64.051155	31.848070	1.492079	
1864.000000	0.181830	64.026009	31.950714	1.485166	
1870.000000	0.222821	64.001465	32.053135	1.478320	
1876.000000	0.263744	63.977524	32.155334	1.471540	
1882.000000	0.304600	63.954170	32.257324	1.464826	
1888.000000	0.345394	63.931400	32.359108	1.458176	
1894.000000	0.386125	63.909206	32.460690	1.451590	
1900.000000	0.426794	63.887577	32.562077	1.445067	
1906.000000	0.467404	63.866505	32.663273	1.438606	
1912.000000	0.507956	63.845982	32.764286	1.432205	
1918.000000	0.548453	63.826000	32.865120	1.425865	
1924.000000	0.588895	63.806553	32.965778	1.419584	
1930.000000	0.629286	63.787632	33.066265	1.413361	
1936.000000	0.669628	63.769234	33.166588	1.407196	
1942.000000	0.709923	63.751343	33.266754	1.401088	
1948.000000	0.750172	63.733963	33.366760	1.395036	
1954.000000	0.790380	63.717075	33.466618	1.389039	
1960.000000	0.830548	63.700684	33.566326	1.383097	
1966.000000	0.870679	63.684776	33.665894	1.377208	
1972.000000	0.910776	63.669346	33.765320	1.371373	
1978.000000	0.950840	63.654392	33.864613	1.365589	
1984.000000	0.990876	63.639900	33.963772	1.359858	
1990.000000	1.030887	63.625870	34.062805	1.354177	
1996.000000	1.070874	63.612293	34.161713	1.348547	
2002.000000	1.110841	63.599167	34.260498	1.342966	
2008.000000	1.150791	63.586479	34.359165	1.337434	
2014.000000	1.190728	63.574234	34.457718	1.331950	
2020.000000	1.230655	63.562420	34.556160	1.326514	
2026.000000	1.270572	63.551037	34.654491	1.321125	
2032.000000	1.310485	63.540073	34.752716	1.315783	
2038.000000	1.350399	63.529526	34.850834	1.310486	
2044.000000	1.390313	63.519390	34.948853	1.305234	
2050.000000	1.430233	63.509663	35.046768	1.300027	
2056.000000	1.470161	63.500336	35.144588	1.294864	
2062.000000	1.510102	63.491405	35.242313	1.289745	
2068.000000	1.550058	63.482868	35.339947	1.284669	
2074.000000	1.590031	63.474720	35.437485	1.279635	
2080.000000	1.630027	63.466953	35.534931	1.274642	
2086.000000	1.670047	63.459568	35.632290	1.269691	
2092.000000	1.710097	63.452553	35.729561	1.264781	
2098.000000	1.750177	63.445911	35.826748	1.259912	
2104.000000	1.790293	63.439629	35.923847	1.255082	
2110.000000	1.830446	63.433716	36.020866	1.250291	
2116.000000	1.870641	63.428154	36.117798	1.245539	
2122.000000	1.910883	63.422951	36.214649	1.240826	
2128.000000	1.951170	63.418095	36.311420	1.236151	
2134.000000	1.991510	63.413586	36.408108	1.231512	
2140.000000	2.031903	63.409416	36.504719	1.226911	
2146.000000	2.072356	63.405582	36.601246	1.222347	
2152.000000	2.112868	63.402084	36.697697	1.217818	
2158.000000	2.153445	63.398914	36.794067	1.213325	
2164.000000	2.194088	63.396069	36.890358	1.208867	
2170.000000	2.234801	63.393551	36.986568	1.204445	
2176.000000	2.275589	63.391346	37.082703	1.200056	
2182.000000	2.316452	63.389462	37.178757	1.195702	
2188.000000	2.357395	63.387890	37.274731	1.191381	
2194.000000	2.398419	63.386623	37.370625	1.187093	
2200.000000	2.439529	63.385666	37.466438	1.182838	
2206.000000	2.480726	63.385014	37.562172	1.178616	
2212.000000	2.522016	63.384659	37.657825	1.174425	
2218.000000	2.563397	63.384602	37.753395	1.170266	
2224.000000	2.604876	63.384838	37.848885	1.166139	
2230.000000	2.646453	63.385365	37.944290	1.162042	
2236.000000	2.688133	63.386177	38.039612	1.157976	
2242.000000	2.729916	63.387280	38.134846	1.153941	
2248.000000	2.771808	63.388660	38.229996	1.149935	
2254.000000	2.813807	63.390324	38.325058	1.145959	
2260.000000	2.855919	63.392265	38.420033	1.142012	
2266.000000	2.898144	63.394478	38.514919	1.138094	
2272.000000	2.940489	63.396965	38.609715	1.134204	
2278.000000	2.982950	63.399719	38.704414	1.130343	
2284.000000	3.025533	63.402740	38.799026	1.126510	
2290.000000	3.068238	63.406025	38.893539	1.122704	
2296.000000	3.111072	63.409573	38.987957	1.118926	
2302.000000	3.154031	63.413380	39.082279	1.115175	
2308.000000	3.197122	63.417446	39.176498	1.111450	
2314.000000	3.240343	63.421764	39.270622	1.107752	
2320.000000	3.283699	63.426334	39.364639	1.104080	
2326.000000	3.327189	63.431156	39.458553	1.100434	
2332.000000	3.370816	63.436226	39.552361	1.096814	
2338.000000	3.414586	63.441540	39.646061	1.093218	
2344.000000	3.458494	63.447098	39.739651	1.089648	
2350.000000	3.502546	63.452900	39.833130	1.086103	
2356.000000	3.546739	63.458939	39.926495	1.082582	
2362.000000	3.591082	63.465214	40.019745	1.079086	
2368.000000	3.635569	63.471729	40.112877	1.075613	
2374.000000	3.680208	63.478474	40.205891	1.072165	
2380.000000	3.724994	63.485455	40.298782	1.068739	
2386.000000	3.769934	63.492664	40.391548	1.065337	
2392.000000	3.815026	63.500099	40.484192	1.061958	
2398.000000	3.860270	63.507763	40.576706	1.058602	
